date,index_close
2023-06-03,4310.56
2023-06-04,4687.57
2023-06-05,4758.32
2023-06-06,4422.98
2023-06-07,4927.17
2023-06-08,4964.23
2023-06-09,4304.95
2023-06-10,4650.56
2023-06-11,4640.64
2023-06-12,4658.03
2023-06-13,4159.8
2023-06-14,4887.98
2023-06-15,4024.12
2023-06-16,4059.21
2023-06-17,4109.99
2023-06-18,4962.58
2023-06-19,4783.79
2023-06-20,4326.89
2023-06-21,4715.93
2023-06-22,4103.03
2023-06-23,4158.26
2023-06-24,4421.55
2023-06-25,4494.69
2023-06-26,4770.73
2023-06-27,4496.13
2023-06-28,4146.34
2023-06-29,4947.68
2023-06-30,4957.08
2023-07-01,4762.74
2023-07-02,4128.97
2023-07-03,4729.59
2023-07-04,4836.66
2023-07-05,4737.46
2023-07-06,4728.88
2023-07-07,4188.03
2023-07-08,4803.82
2023-07-09,4946.01
2023-07-10,4340.39
2023-07-11,4731.83
2023-07-12,4308.74
2023-07-13,4350.01
2023-07-14,4351.18
2023-07-15,4685.74
2023-07-16,4176.63
2023-07-17,4807.94
2023-07-18,4761.71
2023-07-19,4169.28
2023-07-20,4980.66
2023-07-21,4319.4
2023-07-22,4460.95
2023-07-23,4756.72
2023-07-24,4498.29
2023-07-25,4546.23
2023-07-26,4384.82
2023-07-27,4868.62
2023-07-28,4383.21
2023-07-29,4326.26
2023-07-30,4678.24
2023-07-31,4987.93
2023-08-01,4818.72
2023-08-02,4114.42
2023-08-03,4138.82
2023-08-04,4701.9
2023-08-05,4623.2
2023-08-06,4581.99
2023-08-07,4986.86
2023-08-08,4317.82
2023-08-09,4095.18
2023-08-10,4034.33
2023-08-11,4777.16
2023-08-12,4880.19
2023-08-13,4952.8
2023-08-14,4581.05
2023-08-15,4984.48
2023-08-16,4871.17
2023-08-17,4793.96
2023-08-18,4304.21
2023-08-19,4276.34
2023-08-20,4717.42
2023-08-21,4825.2
2023-08-22,4125.37
2023-08-23,4232.5
2023-08-24,4184.72
2023-08-25,4229.42
2023-08-26,4948.05
2023-08-27,4207.66
2023-08-28,4720.85
2023-08-29,4300.39
2023-08-30,4471.35
2023-08-31,4489.49
2023-09-01,4949.04
2023-09-02,4863.54
2023-09-03,4115.61
2023-09-04,4006.84
2023-09-05,4869.47
2023-09-06,4784.29
2023-09-07,4323.32
2023-09-08,4505.36
2023-09-09,4322.02
2023-09-10,4997.6
2023-09-11,4568.31
2023-09-12,4794.46
2023-09-13,4263.41
2023-09-14,4276.33
2023-09-15,4722.63
2023-09-16,4560.99
2023-09-17,4730.89
2023-09-18,4391.71
2023-09-19,4751.75
2023-09-20,4867.66
2023-09-21,4291.33
2023-09-22,4957.86
2023-09-23,4638.66
2023-09-24,4455.85
2023-09-25,4080.91
2023-09-26,4084.13
2023-09-27,4031.94
2023-09-28,4140.06
2023-09-29,4094.45
2023-09-30,4978.06
2023-10-01,4794.11
2023-10-02,4756.36
2023-10-03,4032.07
2023-10-04,4593.94
2023-10-05,4107.17
2023-10-06,4797.0
2023-10-07,4869.56
2023-10-08,4767.0
2023-10-09,4407.88
2023-10-10,4886.05
2023-10-11,4487.14
2023-10-12,4055.1
2023-10-13,4871.26
2023-10-14,4503.99
2023-10-15,4898.94
2023-10-16,4670.3
2023-10-17,4761.52
2023-10-18,4481.77
2023-10-19,4587.64
2023-10-20,4467.71
2023-10-21,4184.09
2023-10-22,4573.15
2023-10-23,4497.08
2023-10-24,4596.9
2023-10-25,4475.25
2023-10-26,4562.28
2023-10-27,4270.38
2023-10-28,4224.71
2023-10-29,4832.76
2023-10-30,4093.55
2023-10-31,4607.59
2023-11-01,4004.26
2023-11-02,4515.22
2023-11-03,4081.09
2023-11-04,4040.7
2023-11-05,4168.04
2023-11-06,4317.32
2023-11-07,4174.3
2023-11-08,4238.68
2023-11-09,4576.95
2023-11-10,4130.3
2023-11-11,4576.82
2023-11-12,4356.13
2023-11-13,4351.9
2023-11-14,4024.17
2023-11-15,4864.0
2023-11-16,4991.14
2023-11-17,4891.02
2023-11-18,4662.52
2023-11-19,4509.83
2023-11-20,4870.84
2023-11-21,4416.2
2023-11-22,4619.5
2023-11-23,4127.86
2023-11-24,4468.76
2023-11-25,4313.52
2023-11-26,4262.76
2023-11-27,4258.96
2023-11-28,4953.81
2023-11-29,4254.68
2023-11-30,4815.74
2023-12-01,4371.53
2023-12-02,4528.06
2023-12-03,4795.05
2023-12-04,4477.45
2023-12-05,4216.99
2023-12-06,4119.31
2023-12-07,4531.75
2023-12-08,4435.48
2023-12-09,4490.72
2023-12-10,4786.87
2023-12-11,4914.02
2023-12-12,4934.09
2023-12-13,4614.49
2023-12-14,4780.69
2023-12-15,4473.9
2023-12-16,4651.67
2023-12-17,4310.46
2023-12-18,4915.92
2023-12-19,4639.74
2023-12-20,4560.37
2023-12-21,4800.81
2023-12-22,4681.88
2023-12-23,4325.88
2023-12-24,4413.16
2023-12-25,4548.32
2023-12-26,4791.79
2023-12-27,4917.34
2023-12-28,4300.91
2023-12-29,4839.18
2023-12-30,4311.29
2023-12-31,4317.38
2024-01-01,4325.74
2024-01-02,4681.52
2024-01-03,4561.93
2024-01-04,4604.19
2024-01-05,4604.58
2024-01-06,4611.99
2024-01-07,4929.22
2024-01-08,4966.62
2024-01-09,4117.09
2024-01-10,4043.68
2024-01-11,4901.21
2024-01-12,4134.19
2024-01-13,4396.97
2024-01-14,4000.93
2024-01-15,4946.12
2024-01-16,4819.37
2024-01-17,4060.24
2024-01-18,4411.97
2024-01-19,4239.06
2024-01-20,4979.69
2024-01-21,4632.21
2024-01-22,4745.31
2024-01-23,4767.41
2024-01-24,4397.07
2024-01-25,4513.91
2024-01-26,4780.24
2024-01-27,4930.74
2024-01-28,4656.73
2024-01-29,4620.85
2024-01-30,4208.12
2024-01-31,4889.12
2024-02-01,4229.27
2024-02-02,4052.19
2024-02-03,4107.07
2024-02-04,4066.33
2024-02-05,4040.62
2024-02-06,4347.47
2024-02-07,4260.52
2024-02-08,4074.37
2024-02-09,4809.85
2024-02-10,4578.37
2024-02-11,4659.61
2024-02-12,4021.74
2024-02-13,4971.7
2024-02-14,4050.25
2024-02-15,4631.52
2024-02-16,4934.21
2024-02-17,4346.19
2024-02-18,4011.62
2024-02-19,4259.72
2024-02-20,4556.28
2024-02-21,4744.13
2024-02-22,4681.93
2024-02-23,4072.24
2024-02-24,4759.58
2024-02-25,4712.79
2024-02-26,4151.33
2024-02-27,4637.52
2024-02-28,4018.86
2024-02-29,4305.84
2024-03-01,4921.03
2024-03-02,4910.6
2024-03-03,4375.09
2024-03-04,4883.23
2024-03-05,4516.44
2024-03-06,4419.51
2024-03-07,4183.54
2024-03-08,4903.25
2024-03-09,4137.77
2024-03-10,4084.86
2024-03-11,4463.59
2024-03-12,4871.77
2024-03-13,4897.6
2024-03-14,4967.04
2024-03-15,4059.39
2024-03-16,4191.88
2024-03-17,4878.06
2024-03-18,4255.29
2024-03-19,4324.08
2024-03-20,4332.37
2024-03-21,4691.57
2024-03-22,4605.88
2024-03-23,4544.16
2024-03-24,4678.21
2024-03-25,4840.95
2024-03-26,4285.94
2024-03-27,4499.93
2024-03-28,4980.49
2024-03-29,4929.3
2024-03-30,4774.69
2024-03-31,4323.83
2024-04-01,4590.91
2024-04-02,4646.09
2024-04-03,4268.57
2024-04-04,4072.9
2024-04-05,4336.98
2024-04-06,4335.68
2024-04-07,4342.52
2024-04-08,4395.59
2024-04-09,4699.54
2024-04-10,4994.77
2024-04-11,4836.45
2024-04-12,4844.72
2024-04-13,4605.03
2024-04-14,4143.77
2024-04-15,4569.77
2024-04-16,4774.59
2024-04-17,4990.16
2024-04-18,4510.91
2024-04-19,4652.28
2024-04-20,4450.02
2024-04-21,4546.42
2024-04-22,4887.85
2024-04-23,4127.32
2024-04-24,4031.99
2024-04-25,4281.5
2024-04-26,4946.53
2024-04-27,4982.12
2024-04-28,4180.54
2024-04-29,4416.3
2024-04-30,4421.6
2024-05-01,4952.99
2024-05-02,4458.38
2024-05-03,4003.07
2024-05-04,4067.27
2024-05-05,4164.75
2024-05-06,4225.11
2024-05-07,4695.1
2024-05-08,4729.03
2024-05-09,4425.61
2024-05-10,4233.05
2024-05-11,4963.87
2024-05-12,4126.05
2024-05-13,4472.42
2024-05-14,4875.44
2024-05-15,4993.36
2024-05-16,4323.45
2024-05-17,4723.64
2024-05-18,4672.92
2024-05-19,4184.57
2024-05-20,4441.11
2024-05-21,4305.64
2024-05-22,4824.74
2024-05-23,4977.87
2024-05-24,4289.62
2024-05-25,4895.96
2024-05-26,4019.93
2024-05-27,4586.6
2024-05-28,4301.69
2024-05-29,4078.78
2024-05-30,4227.82
2024-05-31,4934.61
2024-06-01,4686.36
2024-06-02,4455.55
2024-06-03,4197.89
2024-06-04,4213.06
2024-06-05,4967.64
2024-06-06,4794.24
2024-06-07,4860.06
2024-06-08,4178.44
2024-06-09,4903.02
2024-06-10,4294.54
2024-06-11,4719.29
2024-06-12,4709.33
2024-06-13,4254.43
2024-06-14,4539.58
2024-06-15,4871.38
2024-06-16,4363.33
2024-06-17,4677.0
2024-06-18,4398.61
2024-06-19,4384.68
2024-06-20,4769.95
2024-06-21,4853.4
2024-06-22,4553.34
2024-06-23,4107.06
2024-06-24,4882.92
2024-06-25,4493.74
2024-06-26,4751.11
2024-06-27,4582.72
2024-06-28,4813.15
2024-06-29,4996.47
2024-06-30,4689.39
2024-07-01,4683.18
2024-07-02,4387.71
2024-07-03,4068.79
2024-07-04,4390.23
2024-07-05,4417.83
2024-07-06,4026.12
2024-07-07,4740.03
2024-07-08,4905.7
2024-07-09,4984.95
2024-07-10,4983.44
2024-07-11,4398.99
2024-07-12,4998.49
2024-07-13,4115.88
2024-07-14,4606.64
2024-07-15,4899.81
2024-07-16,4902.07
2024-07-17,4931.33
2024-07-18,4263.8
2024-07-19,4461.67
2024-07-20,4589.3
2024-07-21,4135.28
2024-07-22,4321.03
2024-07-23,4775.7
2024-07-24,4772.76
2024-07-25,4890.55
2024-07-26,4133.09
2024-07-27,4982.82
2024-07-28,4639.19
2024-07-29,4407.9
2024-07-30,4724.28
2024-07-31,4997.68
2024-08-01,4492.93
2024-08-02,4620.3
2024-08-03,4377.37
2024-08-04,4496.62
2024-08-05,4323.64
2024-08-06,4641.99
2024-08-07,4537.43
2024-08-08,4884.84
2024-08-09,4570.98
2024-08-10,4451.67
2024-08-11,4893.31
2024-08-12,4433.75
2024-08-13,4065.37
2024-08-14,4082.24
2024-08-15,4877.14
2024-08-16,4051.63
2024-08-17,4613.66
2024-08-18,4208.49
2024-08-19,4840.78
2024-08-20,4465.42
2024-08-21,4633.94
2024-08-22,4106.04
2024-08-23,4545.13
2024-08-24,4073.32
2024-08-25,4455.04
2024-08-26,4729.55
2024-08-27,4066.08
2024-08-28,4973.66
2024-08-29,4241.12
2024-08-30,4940.21
2024-08-31,4226.96
2024-09-01,4917.51
2024-09-02,4617.72
2024-09-03,4575.03
2024-09-04,4284.79
2024-09-05,4959.02
2024-09-06,4066.42
2024-09-07,4644.42
2024-09-08,4464.8
2024-09-09,4742.3
2024-09-10,4246.74
2024-09-11,4027.35
2024-09-12,4754.04
2024-09-13,4370.86
2024-09-14,4191.77
2024-09-15,4285.5
2024-09-16,4947.83
2024-09-17,4058.82
2024-09-18,4152.94
2024-09-19,4959.59
2024-09-20,4463.38
2024-09-21,4462.93
2024-09-22,4154.96
2024-09-23,4665.05
2024-09-24,4300.87
2024-09-25,4366.13
2024-09-26,4103.83
2024-09-27,4143.37
2024-09-28,4891.83
2024-09-29,4394.26
2024-09-30,4656.56
2024-10-01,4595.71
2024-10-02,4698.62
2024-10-03,4445.09
2024-10-04,4402.28
2024-10-05,4790.03
2024-10-06,4620.23
2024-10-07,4444.85
2024-10-08,4047.0
2024-10-09,4526.92
2024-10-10,4104.36
2024-10-11,4576.48
2024-10-12,4003.52
2024-10-13,4905.24
2024-10-14,4625.01
2024-10-15,4071.23
2024-10-16,4355.36
2024-10-17,4246.54
2024-10-18,4480.57
2024-10-19,4215.36
2024-10-20,4065.47
2024-10-21,4236.03
2024-10-22,4627.14
2024-10-23,4290.16
2024-10-24,4873.1
2024-10-25,4602.84
2024-10-26,4256.52
2024-10-27,4151.07
2024-10-28,4069.25
2024-10-29,4236.03
2024-10-30,4367.33
2024-10-31,4757.66
2024-11-01,4700.22
2024-11-02,4946.7
2024-11-03,4280.53
2024-11-04,4207.4
2024-11-05,4321.09
2024-11-06,4521.04
2024-11-07,4598.05
2024-11-08,4296.65
2024-11-09,4386.29
2024-11-10,4740.74
2024-11-11,4792.2
2024-11-12,4356.29
2024-11-13,4217.05
2024-11-14,4893.66
2024-11-15,4262.69
2024-11-16,4256.66
2024-11-17,4163.2
2024-11-18,4733.62
2024-11-19,4153.33
2024-11-20,4731.21
2024-11-21,4741.99
2024-11-22,4903.34
2024-11-23,4129.66
2024-11-24,4315.85
2024-11-25,4678.59
2024-11-26,4945.23
2024-11-27,4870.94
2024-11-28,4462.38
2024-11-29,4702.09
2024-11-30,4102.73
2024-12-01,4450.34
2024-12-02,4317.83
2024-12-03,4426.58
2024-12-04,4895.56
2024-12-05,4678.0
2024-12-06,4140.88
2024-12-07,4383.06
2024-12-08,4597.18
2024-12-09,4023.47
2024-12-10,4189.45
2024-12-11,4321.09
2024-12-12,4608.81
2024-12-13,4147.88
2024-12-14,4624.83
2024-12-15,4182.88
2024-12-16,4362.25
2024-12-17,4965.15
2024-12-18,4392.95
2024-12-19,4532.61
2024-12-20,4737.34
2024-12-21,4019.72
2024-12-22,4748.84
2024-12-23,4840.5
2024-12-24,4281.45
2024-12-25,4827.13
2024-12-26,4049.27
2024-12-27,4038.48
2024-12-28,4452.04
2024-12-29,4390.54
2024-12-30,4071.82
