shot_id,player_id,shot_zone,made
S408,P10087,paint,True
S409,P8736,three_point,True
S410,P15719,paint,True
S411,P15282,midrange,True
S412,P18026,three_point,True
S413,P15879,three_point,True
S414,P4430,paint,False
S415,P12303,midrange,True
S416,P5190,paint,True
S417,P4597,midrange,True
S418,P8772,midrange,True
S419,P10685,three_point,False
S420,P11683,three_point,False
S421,P11084,midrange,True
S422,P13196,three_point,False
S423,P17724,paint,False
S424,P11745,three_point,False
S425,P19718,three_point,False
S426,P14828,three_point,False
S427,P9890,midrange,True
S428,P7632,midrange,False
S429,P18401,midrange,True
S430,P18734,paint,True
S431,P5371,three_point,False
S432,P19359,midrange,False
S433,P15738,three_point,False
S434,P17374,midrange,False
S435,P10771,paint,True
S436,P8194,three_point,True
S437,P10306,three_point,True
S438,P19984,paint,True
S439,P16003,three_point,False
S440,P4919,midrange,False
S441,P17644,paint,False
S442,P13461,three_point,False
S443,P15935,paint,True
S444,P12946,paint,True
S445,P4490,three_point,False
S446,P5550,midrange,False
S447,P15743,three_point,True
S448,P3271,paint,True
S449,P3303,three_point,True
S450,P1650,midrange,True
S451,P13437,midrange,False
S452,P5848,midrange,True
S453,P12116,paint,True
S454,P216,paint,False
S455,P17322,midrange,True
S456,P13952,three_point,False
S457,P19682,three_point,True
S458,P11575,paint,False
S459,P15612,midrange,True
S460,P12429,paint,False
S461,P8274,paint,False
S462,P15949,paint,True
S463,P10978,three_point,False
S464,P11089,paint,True
S465,P14898,midrange,True
S466,P15681,midrange,True
S467,P1424,three_point,False
S468,P10323,midrange,True
S469,P15839,paint,True
S470,P7473,paint,False
S471,P5285,midrange,False
S472,P1451,paint,True
S473,P13588,three_point,False
S474,P4266,paint,True
S475,P18863,three_point,False
S476,P5287,midrange,False
S477,P379,paint,True
S478,P13874,three_point,False
S479,P10168,three_point,True
S480,P10571,three_point,False
S481,P16421,three_point,True
S482,P16329,midrange,False
S483,P12465,paint,True
S484,P19356,midrange,True
S485,P11198,paint,False
S486,P6342,three_point,True
S487,P7788,three_point,False
S488,P5318,three_point,True
S489,P4988,midrange,False
S490,P15803,three_point,True
S491,P16965,three_point,True
S492,P5217,paint,True
S493,P13781,midrange,True
S494,P13337,midrange,False
S495,P623,midrange,False
S496,P17992,paint,False
S497,P9850,three_point,True
S498,P5608,three_point,True
S499,P11879,midrange,False
S500,P15995,three_point,True
S501,P16964,midrange,True
S502,P15459,three_point,True
S503,P1321,three_point,False
S504,P11741,midrange,True
S505,P5385,three_point,True
S506,P7710,midrange,False
S507,P6983,paint,False
S508,P14901,three_point,True
S509,P2945,three_point,False
S510,P12503,midrange,False
S511,P16129,paint,True
S512,P454,three_point,False
S513,P1309,three_point,True
S514,P11002,paint,True
S515,P7634,midrange,True
S516,P18534,three_point,False
S517,P2567,midrange,False
S518,P2213,paint,True
S519,P6903,paint,False
S520,P7136,three_point,False
S521,P549,paint,True
S522,P18293,midrange,False
S523,P18022,three_point,True
S524,P8522,three_point,True
S525,P10845,midrange,False
S526,P14490,paint,False
S527,P1039,paint,True
S528,P12479,midrange,True
S529,P12980,midrange,False
S530,P8568,three_point,True
S531,P17874,midrange,False
S532,P15711,paint,True
S533,P18072,three_point,False
S534,P18584,midrange,True
S535,P4029,paint,True
S536,P7277,paint,False
S537,P2676,midrange,False
S538,P6070,three_point,False
S539,P6562,three_point,False
S540,P2960,paint,True
S541,P4780,paint,True
S542,P5938,paint,False
S543,P6590,paint,True
S544,P7583,midrange,True
S545,P9734,paint,True
S546,P14940,midrange,True
S547,P1872,paint,False
S548,P15794,midrange,False
S549,P15943,paint,True
S550,P6303,three_point,True
S551,P14318,paint,True
S552,P19043,three_point,False
S553,P18711,paint,False
S554,P6572,paint,True
S555,P4204,three_point,False
S556,P16615,three_point,False
S557,P8661,midrange,True
S558,P12274,midrange,True
S559,P11196,paint,True
S560,P395,three_point,False
S561,P13605,three_point,False
S562,P13656,three_point,True
S563,P3286,paint,False
S564,P8618,three_point,False
S565,P5887,paint,True
S566,P1886,paint,True
S567,P19079,paint,False
S568,P16239,midrange,False
S569,P11888,midrange,True
S570,P13378,paint,True
S571,P1177,midrange,True
S572,P4263,three_point,True
S573,P5660,three_point,False
S574,P7705,paint,True
S575,P10549,three_point,True
S576,P7445,paint,False
S577,P17847,three_point,False
S578,P9981,midrange,False
S579,P2743,midrange,True
S580,P3041,paint,False
S581,P10829,three_point,False
S582,P5674,paint,True
S583,P17840,midrange,False
S584,P19074,paint,False
S585,P10545,midrange,True
S586,P9038,paint,True
S587,P13767,midrange,False
S588,P5991,midrange,False
S589,P12612,midrange,False
S590,P19046,paint,False
S591,P14569,midrange,True
S592,P2098,paint,False
S593,P3233,midrange,False
S594,P12483,three_point,True
S595,P5102,three_point,False
S596,P19090,three_point,False
S597,P12100,midrange,False
S598,P7925,midrange,False
S599,P13659,three_point,False
S600,P12600,midrange,True
S601,P14195,three_point,False
S602,P9733,three_point,True
S603,P6226,paint,True
S604,P19177,paint,False
S605,P8858,midrange,True
S606,P4928,paint,True
S607,P10959,paint,False
S608,P14288,three_point,True
S609,P1414,three_point,False
S610,P19072,three_point,False
S611,P17308,three_point,False
S612,P17367,midrange,True
S613,P17683,paint,False
S614,P6829,midrange,False
S615,P12725,midrange,True
S616,P18791,three_point,True
S617,P1795,three_point,True
S618,P4331,three_point,False
S619,P9065,three_point,False
S620,P14220,midrange,False
S621,P2105,three_point,False
S622,P15755,paint,False
S623,P11576,paint,False
S624,P10513,paint,False
S625,P18504,midrange,True
S626,P9154,midrange,True
S627,P11728,midrange,False
S628,P2264,paint,True
S629,P7858,midrange,True
S630,P16455,midrange,True
S631,P8120,midrange,True
S632,P3070,midrange,False
S633,P2536,three_point,True
S634,P9583,midrange,False
S635,P1305,three_point,True
S636,P9773,three_point,False
S637,P6141,paint,False
S638,P11367,paint,False
S639,P18261,paint,False
S640,P927,paint,False
S641,P4980,midrange,True
S642,P11676,three_point,True
S643,P1635,paint,False
S644,P2443,midrange,False
S645,P13661,paint,False
S646,P11301,paint,False
S647,P17246,midrange,False
S648,P14923,midrange,False
S649,P7541,three_point,True
S650,P9192,paint,True
S651,P801,paint,True
S652,P9437,midrange,False
S653,P17512,midrange,False
S654,P9290,three_point,False
S655,P14315,three_point,False
S656,P7183,paint,False
S657,P15036,three_point,True
S658,P1362,midrange,True
S659,P1327,three_point,True
S660,P16257,paint,True
S661,P1450,paint,False
S662,P820,three_point,False
S663,P8662,three_point,True
S664,P19762,midrange,True
S665,P2060,midrange,False
S666,P13657,paint,False
S667,P6852,paint,True
S668,P19715,paint,True
S669,P15866,three_point,False
S670,P5740,paint,True
S671,P5646,three_point,False
S672,P16457,paint,True
S673,P2301,midrange,True
S674,P3387,midrange,True
S675,P19883,three_point,True
S676,P8291,three_point,False
S677,P14421,three_point,False
S678,P10210,paint,False
S679,P3429,three_point,True
S680,P15510,midrange,False
S681,P19937,three_point,False
S682,P11444,three_point,False
S683,P17560,midrange,True
S684,P15706,midrange,True
S685,P2843,paint,False
S686,P8358,midrange,True
S687,P9554,three_point,False
S688,P10935,three_point,False
S689,P7865,three_point,False
S690,P14008,midrange,False
S691,P820,midrange,False
S692,P5468,paint,True
S693,P15484,midrange,False
S694,P16239,three_point,False
S695,P15679,three_point,False
S696,P8321,paint,False
S697,P504,three_point,False
S698,P8587,three_point,True
S699,P19292,midrange,True
S700,P622,three_point,False
S701,P2965,paint,True
S702,P5975,midrange,True
S703,P8303,paint,False
S704,P1421,midrange,False
S705,P9337,midrange,False
S706,P7790,paint,True
S707,P6827,midrange,False
S708,P18218,paint,False
S709,P1377,paint,True
S710,P5329,midrange,False
S711,P12459,midrange,True
S712,P6689,three_point,False
S713,P11561,three_point,False
S714,P14721,paint,True
S715,P3249,three_point,True
S716,P6368,paint,True
S717,P6883,paint,True
S718,P17777,midrange,False
S719,P7745,three_point,False
S720,P13963,paint,False
S721,P5314,paint,False
S722,P18259,midrange,True
S723,P8082,midrange,True
S724,P2397,midrange,False
S725,P10138,three_point,True
S726,P16801,paint,True
S727,P16075,midrange,False
S728,P15820,three_point,True
S729,P14916,three_point,False
S730,P16887,midrange,False
S731,P15371,midrange,True
S732,P4517,midrange,True
S733,P2075,paint,False
S734,P9323,midrange,False
S735,P5333,paint,False
S736,P8074,paint,False
S737,P7759,three_point,False
S738,P10312,midrange,False
S739,P4824,paint,True
S740,P17938,three_point,False
S741,P1629,three_point,True
S742,P2757,three_point,True
S743,P996,three_point,True
S744,P18418,paint,True
S745,P4207,three_point,True
S746,P469,three_point,True
S747,P12387,three_point,False
S748,P17273,paint,False
S749,P12656,paint,False
S750,P16542,paint,True
S751,P7611,three_point,True
S752,P19771,paint,True
S753,P7461,paint,False
S754,P5829,midrange,True
S755,P4803,midrange,True
S756,P16585,paint,False
S757,P15762,three_point,False
S758,P1693,paint,True
S759,P6242,paint,False
S760,P4475,three_point,False
S761,P19534,midrange,True
S762,P18846,three_point,False
S763,P17824,paint,False
S764,P3333,midrange,False
S765,P19441,midrange,True
S766,P15634,three_point,False
S767,P15002,midrange,False
S768,P13034,paint,True
S769,P9626,three_point,False
S770,P10069,paint,False
S771,P13000,paint,True
S772,P13116,three_point,False
S773,P5369,midrange,True
S774,P18425,paint,True
S775,P3361,three_point,True
S776,P663,midrange,True
S777,P10155,midrange,True
S778,P6218,paint,False
S779,P18775,midrange,True
S780,P14367,midrange,False
S781,P13080,midrange,True
S782,P2387,three_point,True
S783,P17621,midrange,True
S784,P14212,midrange,True
S785,P11632,midrange,False
S786,P18850,paint,False
S787,P7032,three_point,True
S788,P3551,midrange,True
S789,P19449,paint,False
S790,P7195,midrange,False
S791,P7380,three_point,False
S792,P16912,three_point,False
S793,P3643,midrange,False
S794,P13641,three_point,True
S795,P12197,paint,True
S796,P545,paint,True
S797,P1719,paint,False
S798,P14990,three_point,False
S799,P14412,three_point,True
S800,P19977,midrange,True
S801,P8007,midrange,False
S802,P18513,three_point,False
S803,P5030,three_point,True
S804,P8481,midrange,True
S805,P6879,three_point,False
S806,P10382,three_point,True
S807,P14645,midrange,False
S808,P16605,midrange,False
S809,P5920,midrange,False
S810,P18169,paint,True
S811,P3249,three_point,False
S812,P9376,paint,False
S813,P557,paint,True
S814,P16029,three_point,True
S815,P8122,three_point,False
S816,P6645,three_point,True
S817,P10872,midrange,False
S818,P7358,midrange,False
S819,P18936,three_point,True
S820,P19461,paint,False
S821,P13528,midrange,True
S822,P5753,three_point,True
S823,P1869,three_point,True
S824,P19971,paint,False
S825,P14963,three_point,True
S826,P8182,paint,False
S827,P19372,three_point,False
S828,P10595,three_point,False
S829,P7150,paint,False
S830,P19611,midrange,True
S831,P16311,paint,False
S832,P1752,paint,True
S833,P18536,paint,True
S834,P8872,three_point,False
S835,P12503,three_point,False
S836,P10836,midrange,False
S837,P878,paint,False
S838,P322,paint,True
S839,P12652,three_point,True
S840,P2873,three_point,True
S841,P17556,paint,True
S842,P7600,paint,True
S843,P5009,paint,False
S844,P4380,midrange,False
S845,P10178,three_point,True
S846,P15152,paint,False
S847,P15473,midrange,False
S848,P13765,midrange,False
S849,P16107,three_point,False
S850,P1489,midrange,True
S851,P13500,midrange,False
S852,P16609,midrange,False
S853,P4640,paint,True
S854,P19555,paint,True
S855,P19369,three_point,True
S856,P10118,three_point,False
S857,P5396,paint,False
S858,P6554,three_point,True
S859,P13309,midrange,False
S860,P4786,paint,False
S861,P3575,midrange,True
S862,P17457,midrange,False
S863,P17819,midrange,True
S864,P16883,midrange,False
S865,P17808,midrange,True
S866,P17119,three_point,True
S867,P3631,three_point,True
S868,P566,paint,True
S869,P16879,paint,False
S870,P14066,three_point,False
S871,P12100,three_point,False
S872,P14387,midrange,False
S873,P6043,paint,True
S874,P2072,three_point,False
S875,P18980,paint,False
S876,P16017,three_point,True
S877,P14613,paint,False
S878,P518,paint,False
S879,P13515,midrange,True
S880,P18899,midrange,False
S881,P13839,paint,False
S882,P7622,paint,True
S883,P6482,three_point,False
S884,P8497,midrange,True
S885,P2632,midrange,False
S886,P6365,paint,False
S887,P12756,three_point,False
S888,P1480,midrange,True
S889,P2462,paint,False
S890,P7664,three_point,False
S891,P1293,midrange,False
S892,P4376,paint,False
S893,P8597,midrange,True
S894,P8786,three_point,True
S895,P16637,paint,False
S896,P8426,midrange,False
S897,P12438,three_point,False
S898,P6075,paint,True
S899,P16120,three_point,False
S900,P8349,midrange,True
S901,P18938,paint,False
S902,P18165,paint,False
S903,P9784,paint,False
S904,P1351,paint,True
S905,P19605,midrange,False
S906,P6721,three_point,False
S907,P9447,midrange,True
S908,P13193,three_point,False
S909,P1230,midrange,True
S910,P9528,midrange,True
S911,P19644,midrange,True
S912,P15056,midrange,True
S913,P3346,paint,True
S914,P607,three_point,False
S915,P3864,midrange,True
S916,P6543,midrange,True
S917,P5189,midrange,False
S918,P1026,paint,False
S919,P18316,paint,False
S920,P954,paint,False
S921,P15592,midrange,True
S922,P13979,three_point,True
S923,P12563,three_point,False
S924,P7540,paint,False
S925,P10675,three_point,True
S926,P9428,paint,True
S927,P18032,midrange,False
S928,P3227,midrange,False
S929,P17433,midrange,True
S930,P12497,three_point,True
S931,P10933,paint,True
S932,P9445,three_point,False
S933,P1540,midrange,True
S934,P12506,paint,False
S935,P12474,three_point,True
S936,P234,three_point,False
S937,P15504,three_point,True
S938,P15913,midrange,False
S939,P8321,paint,True
S940,P11570,three_point,True
S941,P6240,paint,False
S942,P18908,paint,False
S943,P13819,three_point,False
S944,P4249,three_point,False
S945,P8076,midrange,True
S946,P17686,midrange,True
S947,P2193,paint,False
S948,P9252,paint,True
S949,P14131,paint,False
S950,P16433,paint,False
S951,P2878,paint,False
S952,P1215,three_point,False
S953,P6566,three_point,True
S954,P17346,paint,True
S955,P5690,midrange,False
S956,P10194,three_point,True
S957,P9299,paint,False
S958,P15866,midrange,False
S959,P9592,three_point,True
S960,P13485,paint,True
S961,P18391,paint,False
S962,P15975,midrange,False
S963,P18244,midrange,False
S964,P14428,three_point,False
S965,P10375,paint,True
S966,P16174,paint,False
S967,P8040,three_point,True
S968,P19478,paint,True
S969,P4516,midrange,False
S970,P9187,three_point,True
S971,P5314,midrange,False
S972,P853,midrange,False
S973,P2930,midrange,False
S974,P8567,paint,True
S975,P17203,paint,True
S976,P15799,paint,True
S977,P6139,paint,True
S978,P16952,paint,False
S979,P18376,midrange,False
S980,P8815,midrange,True
S981,P16541,paint,True
S982,P4588,paint,True
S983,P11311,three_point,True
S984,P10136,midrange,False
S985,P7415,midrange,False
S986,P6520,paint,False
S987,P17937,three_point,False
S988,P19207,midrange,True
S989,P5012,paint,False
S990,P16768,three_point,False
S991,P2709,paint,True
S992,P19995,midrange,True
S993,P11465,three_point,False
S994,P17912,midrange,False
S995,P11036,midrange,False
S996,P3016,paint,False
S997,P2599,paint,False
S998,P16531,three_point,False
S999,P7491,midrange,True
S1000,P19383,three_point,False
S1001,P1535,midrange,True
S1002,P2932,paint,False
S1003,P7085,three_point,False
S1004,P1411,midrange,False
S1005,P7344,midrange,False
S1006,P2465,paint,False
S1007,P11525,three_point,False
S1008,P6308,paint,False
S1009,P19873,paint,False
S1010,P6823,midrange,False
S1011,P9496,three_point,True
S1012,P19532,paint,True
S1013,P1909,three_point,True
S1014,P8368,three_point,False
S1015,P10637,three_point,True
S1016,P747,paint,False
S1017,P18205,three_point,True
S1018,P17031,midrange,True
S1019,P7898,three_point,False
S1020,P17551,three_point,False
S1021,P17290,three_point,False
S1022,P14496,midrange,True
S1023,P15604,paint,False
S1024,P5180,paint,False
S1025,P17875,paint,True
S1026,P17360,paint,False
S1027,P880,midrange,True
S1028,P13841,paint,False
S1029,P19633,three_point,True
S1030,P8037,paint,True
S1031,P17861,paint,True
S1032,P15786,paint,True
S1033,P11339,paint,False
S1034,P14220,paint,False
S1035,P3394,midrange,False
S1036,P7162,three_point,True
S1037,P525,paint,False
S1038,P15649,midrange,True
S1039,P11076,paint,True
S1040,P8014,three_point,True
S1041,P18704,paint,True
S1042,P18365,three_point,True
S1043,P4377,midrange,False
S1044,P15935,three_point,True
S1045,P16015,paint,True
S1046,P2936,midrange,True
S1047,P15328,three_point,False
S1048,P12936,three_point,True
S1049,P8190,paint,True
S1050,P5067,paint,True
S1051,P416,three_point,True
S1052,P8482,paint,True
S1053,P3990,midrange,True
S1054,P5358,midrange,False
S1055,P6550,paint,False
S1056,P11155,paint,False
S1057,P3614,paint,True
S1058,P9951,three_point,True
S1059,P4536,three_point,True
S1060,P8791,three_point,False
S1061,P1173,midrange,False
S1062,P17964,midrange,True
S1063,P116,midrange,True
S1064,P4028,three_point,True
S1065,P12549,midrange,False
S1066,P3259,paint,False
S1067,P15614,paint,True
S1068,P601,midrange,False
S1069,P11677,paint,False
S1070,P1533,midrange,True
S1071,P3550,midrange,False
S1072,P9438,midrange,False
S1073,P8126,paint,False
S1074,P17027,three_point,True
S1075,P14925,paint,True
S1076,P444,midrange,False
S1077,P13263,midrange,True
S1078,P1310,midrange,True
S1079,P3523,midrange,True
S1080,P187,paint,False
S1081,P3910,midrange,False
S1082,P8997,three_point,False
S1083,P9599,paint,False
S1084,P18715,midrange,True
S1085,P11071,three_point,True
S1086,P13831,paint,False
S1087,P9075,paint,False
S1088,P147,midrange,True
S1089,P17520,three_point,False
S1090,P1911,paint,True
S1091,P14389,midrange,True
S1092,P1879,three_point,True
S1093,P17963,midrange,True
S1094,P14075,midrange,False
S1095,P19508,midrange,True
S1096,P16057,three_point,False
S1097,P3730,paint,False
S1098,P6360,paint,True
S1099,P13489,midrange,False
