ticker,date,open,high,low,close,volume
TICK62,2023-01-12,164.32,193.14,134.22,156.66,31370985
TICK63,2024-02-12,122.93,180.74,137.5,101.33,29783323
TICK64,2024-05-07,155.04,123.11,106.97,160.54,94598884
TICK65,2024-10-16,161.94,117.06,138.32,144.6,43267629
TICK66,2024-05-09,197.89,134.09,142.08,180.85,43359875
TICK67,2024-12-21,170.98,107.51,130.12,173.43,56307845
TICK68,2023-04-29,125.74,183.0,156.03,151.87,76051894
TICK69,2023-11-28,175.57,153.03,137.78,116.17,60403611
TICK70,2023-03-25,116.42,191.53,129.76,175.28,79704083
TICK71,2023-08-05,108.11,153.03,159.85,169.6,1231224
TICK72,2023-07-14,195.27,121.17,192.44,192.54,54794344
TICK73,2024-07-15,182.74,165.81,185.12,166.54,91586159
TICK74,2024-03-11,138.4,177.05,193.09,156.05,6404558
TICK75,2024-05-04,182.19,150.39,165.07,164.96,73434070
TICK76,2024-10-28,147.83,155.69,162.19,164.65,87604270
TICK77,2024-12-03,136.26,162.41,167.65,174.96,54663758
TICK78,2023-04-07,145.46,128.01,104.49,193.2,35373495
TICK79,2024-07-22,110.15,198.29,175.89,105.8,23829195
TICK80,2023-11-21,196.5,155.11,109.59,177.48,7374762
TICK81,2023-11-27,173.26,113.65,146.23,168.37,3478556
TICK82,2023-11-12,171.59,161.4,171.04,143.73,28047623
TICK83,2023-03-15,115.96,103.73,170.51,176.57,31695527
TICK84,2024-09-21,160.46,103.06,183.73,182.98,82388515
TICK85,2023-02-06,197.04,189.75,157.17,173.71,17699921
TICK86,2023-10-04,149.28,113.92,198.03,115.39,94462976
TICK87,2024-05-09,193.92,178.06,120.34,127.86,87780362
TICK88,2023-11-05,144.31,104.75,120.41,114.27,41962660
TICK89,2024-11-23,161.02,115.17,107.37,195.56,44364903
TICK90,2023-12-28,198.18,182.65,147.07,109.87,59634362
TICK91,2024-07-21,114.92,139.21,177.5,144.73,13486670
TICK92,2023-01-07,147.9,127.27,138.87,142.71,93948269
TICK93,2024-11-24,111.92,125.55,113.79,134.62,85720686
TICK94,2023-04-01,116.33,157.72,197.02,164.48,67084392
TICK95,2024-06-17,193.3,159.85,124.34,195.34,76173778
TICK96,2023-12-21,187.76,139.61,174.25,170.2,65220244
TICK97,2023-05-31,159.0,101.48,167.32,164.84,89573460
TICK98,2023-02-05,115.35,177.65,195.98,180.95,14578092
TICK99,2024-04-02,127.31,191.37,100.58,184.87,89485125
TICK100,2023-01-28,121.44,118.3,117.21,183.5,47745695
TICK101,2024-07-15,130.73,195.85,171.94,196.41,93134864
TICK102,2023-08-14,171.78,164.45,125.02,181.33,19658936
TICK103,2024-08-09,194.23,173.06,112.93,199.05,82233020
TICK104,2023-12-29,141.35,121.95,188.25,166.35,78492319
TICK105,2024-07-27,188.14,115.21,131.88,168.82,51893343
TICK106,2024-07-26,190.83,116.71,156.1,111.63,45087122
TICK107,2024-10-20,132.27,134.64,189.12,150.13,14158407
TICK108,2023-02-15,162.69,120.59,186.32,168.55,72914198
TICK109,2024-07-15,192.51,126.32,189.09,115.33,75507688
TICK110,2024-08-26,184.92,168.09,112.98,100.18,71159726
TICK111,2024-07-06,129.1,136.84,148.81,173.17,37125950
TICK112,2023-08-15,144.15,121.67,144.79,151.27,79891116
TICK113,2024-12-05,118.29,187.93,117.05,169.72,50116997
TICK114,2023-09-19,109.37,177.75,192.41,181.4,55855904
TICK115,2024-01-21,116.73,171.83,124.51,190.94,94504484
TICK116,2023-11-24,104.2,181.59,110.19,129.62,31983680
TICK117,2023-08-04,112.23,130.42,149.32,101.86,66928462
TICK118,2023-10-06,154.16,129.93,113.36,176.44,3482781
TICK119,2023-12-30,111.78,172.89,141.02,157.18,5561659
TICK120,2024-05-14,183.43,170.46,176.98,128.14,7832583
TICK121,2023-04-15,109.56,196.31,179.37,182.94,71933883
TICK122,2024-05-24,114.27,116.41,138.68,174.26,42438211
TICK123,2023-09-21,139.93,188.91,115.82,198.34,83361268
TICK124,2024-10-26,101.3,184.79,109.21,138.81,25707485
TICK125,2024-11-12,131.18,153.12,113.73,143.14,43147403
TICK126,2023-08-29,155.83,188.5,136.75,146.58,33552486
TICK127,2023-02-10,123.71,166.76,102.81,110.27,76277139
TICK128,2023-08-25,130.84,109.83,153.0,110.69,41044399
TICK129,2024-06-05,103.5,175.46,114.17,149.87,58856313
TICK130,2024-07-03,100.12,117.47,108.14,193.59,44054416
TICK131,2023-11-12,188.08,134.6,136.3,176.09,74805948
TICK132,2024-07-29,179.47,184.43,185.95,152.95,32347544
TICK133,2024-06-14,160.54,114.28,131.5,176.02,38600844
TICK134,2024-01-02,182.88,145.81,150.62,123.69,57808087
TICK135,2024-01-08,148.41,146.47,191.52,128.34,20283467
TICK136,2024-01-19,121.19,145.35,199.85,171.42,5589847
TICK137,2024-10-29,166.75,142.41,174.71,103.58,29077692
TICK138,2023-07-13,105.8,182.04,116.96,133.14,22551886
TICK139,2023-12-30,102.05,145.78,196.27,117.04,49518192
TICK140,2024-02-08,192.8,186.6,104.99,126.48,63997138
TICK141,2023-04-13,148.26,149.18,142.16,147.05,87346015
TICK142,2023-03-02,136.79,192.82,199.86,141.86,71727566
TICK143,2024-01-14,191.86,189.9,177.04,161.31,54605316
TICK144,2024-05-02,123.53,150.06,118.9,174.86,77483962
TICK145,2024-03-07,163.21,168.9,135.96,195.95,92205320
TICK146,2023-12-13,188.61,158.9,142.98,105.47,99156450
TICK147,2024-03-12,121.92,170.97,154.51,105.89,41972071
TICK148,2023-05-31,124.28,111.72,106.85,147.68,60738727
TICK149,2023-10-05,127.68,101.27,156.8,169.17,11528076
TICK150,2023-03-08,199.83,110.01,184.94,112.42,23699154
TICK151,2023-03-20,152.88,196.68,128.77,174.27,75617343
TICK152,2023-09-24,165.81,181.62,157.81,156.41,50350656
TICK153,2024-03-21,176.13,184.66,128.18,189.65,79344364
TICK154,2023-10-25,145.19,166.21,176.33,101.15,9453762
TICK155,2023-05-04,146.22,109.96,117.4,165.14,90299395
TICK156,2023-08-29,143.55,104.12,183.16,157.35,57839506
TICK157,2024-02-04,101.51,154.53,155.15,199.39,67462023
TICK158,2024-08-25,165.1,124.3,177.49,192.27,81622906
TICK159,2024-08-29,178.28,176.17,136.55,174.02,97735620
TICK160,2024-08-04,113.44,156.43,135.71,113.01,46307137
TICK161,2024-05-03,150.3,148.99,116.85,166.22,82476746
TICK162,2024-10-26,167.36,140.86,143.25,198.29,27833475
TICK163,2024-09-11,181.31,117.2,110.83,109.47,19215597
TICK164,2023-04-28,127.1,191.11,139.34,139.42,44603381
TICK165,2024-02-23,193.39,149.26,133.81,135.75,71846483
TICK166,2023-09-03,134.3,180.41,177.67,183.39,26641082
TICK167,2024-08-01,105.96,183.58,102.61,126.34,41286303
TICK168,2023-09-07,140.42,122.34,112.53,146.28,88730196
TICK169,2023-12-01,168.08,199.15,172.21,192.57,76613894
TICK170,2024-07-02,164.24,154.04,120.63,156.52,38241391
TICK171,2024-01-18,146.27,100.74,179.42,107.2,5407291
TICK172,2023-09-03,103.51,171.05,193.55,188.11,38145312
TICK173,2024-09-01,110.17,112.8,178.22,157.17,64091321
TICK174,2023-11-19,113.15,184.26,154.56,171.16,86651725
TICK175,2023-12-09,180.54,171.84,185.13,141.97,52252519
TICK176,2023-12-02,146.67,125.15,196.55,163.68,30249704
TICK177,2023-08-02,168.86,194.46,141.84,141.21,81748656
TICK178,2024-06-23,193.26,186.44,185.58,131.5,63017082
TICK179,2024-08-16,188.6,179.62,130.39,152.19,23326437
TICK180,2023-05-08,139.29,145.11,126.14,182.95,84056744
TICK181,2023-09-01,119.38,113.3,166.93,114.37,15233335
TICK182,2023-04-25,192.48,155.47,151.68,197.67,28668379
TICK183,2023-06-29,181.36,124.56,147.08,143.98,5042943
TICK184,2024-09-25,165.6,134.87,196.45,195.1,52525661
TICK185,2024-10-10,169.84,107.07,123.28,154.3,57332184
TICK186,2024-06-06,169.07,136.73,137.27,130.1,75545824
TICK187,2024-04-05,176.73,115.26,107.65,181.34,91225315
TICK188,2023-12-22,171.36,137.61,156.5,119.13,46804299
TICK189,2023-07-21,113.92,111.75,177.87,165.66,14055377
TICK190,2023-06-28,163.63,188.2,127.14,117.18,49210278
TICK191,2024-10-25,165.56,167.3,198.57,113.71,78342945
TICK192,2023-07-30,148.69,167.81,128.93,169.05,3120275
TICK193,2023-12-25,195.8,122.91,167.78,136.44,69109815
TICK194,2023-09-25,111.11,144.72,173.89,190.72,54239363
TICK195,2024-09-18,109.22,163.26,161.72,104.41,44801531
TICK196,2023-01-27,179.11,151.1,138.72,134.98,18006230
TICK197,2023-03-16,175.39,196.86,123.43,183.78,18177005
TICK198,2023-10-03,184.55,191.72,158.93,190.3,18643006
TICK199,2023-03-04,183.35,149.53,130.1,189.26,67783812
TICK200,2023-12-23,162.51,199.5,132.03,113.26,9930727
TICK201,2024-05-07,112.27,109.52,170.99,187.26,15174026
TICK202,2024-07-20,163.72,134.04,135.28,193.23,37075276
TICK203,2024-02-29,103.62,103.89,128.1,185.25,11074333
TICK204,2024-08-16,105.17,162.01,168.49,114.97,42674110
TICK205,2023-02-13,133.89,105.18,170.66,167.06,65725857
TICK206,2023-09-16,108.08,105.93,115.85,101.61,51685791
TICK207,2024-12-26,150.5,108.44,132.87,195.53,76689956
TICK208,2024-01-24,188.88,148.89,123.07,157.46,55888901
TICK209,2023-12-16,114.54,186.32,185.97,191.87,66898298
TICK210,2024-06-06,194.74,121.37,177.13,186.98,73214610
TICK211,2023-04-02,150.13,140.07,145.36,163.26,1839310
TICK212,2023-01-02,112.82,106.82,118.47,166.29,29198371
TICK213,2024-12-26,140.79,134.49,197.76,132.15,95550537
TICK214,2024-01-20,109.44,166.88,131.31,127.28,78028256
TICK215,2023-10-15,112.71,162.2,135.13,197.51,62052579
TICK216,2023-05-22,133.11,139.45,167.13,125.61,45352501
TICK217,2024-04-23,120.62,121.93,100.75,184.4,29094697
TICK218,2023-02-06,160.45,127.19,131.22,174.35,59452010
TICK219,2024-04-06,130.52,116.51,172.24,177.4,38308848
TICK220,2023-02-08,181.35,180.5,197.85,145.52,11438407
TICK221,2024-10-03,127.34,106.69,124.04,121.62,70020333
TICK222,2023-05-31,110.84,170.95,168.46,132.44,2319605
TICK223,2024-10-15,107.86,185.42,111.64,198.44,73123302
TICK224,2024-09-14,185.16,143.2,135.63,107.73,33590358
TICK225,2023-10-30,151.22,166.12,103.5,161.98,25635516
TICK226,2023-01-10,142.57,151.32,132.09,127.64,4077786
TICK227,2024-03-27,175.09,182.03,188.71,160.32,59453324
TICK228,2024-06-06,161.93,191.44,140.68,177.37,5934009
TICK229,2024-01-14,188.72,185.83,191.99,177.73,7478298
TICK230,2024-04-14,122.63,167.79,121.14,193.17,57126402
TICK231,2024-05-22,180.05,153.88,120.14,160.96,61762783
TICK232,2023-11-16,183.12,102.74,117.1,126.27,45220170
TICK233,2024-10-13,195.51,103.85,132.46,179.17,11383962
TICK234,2024-04-02,125.66,170.02,130.24,140.54,34678039
TICK235,2024-02-04,140.45,199.98,178.52,173.36,8510453
TICK236,2024-03-09,140.26,139.47,109.04,180.43,46792725
TICK237,2024-03-22,148.65,169.18,199.13,158.37,25968543
TICK238,2024-05-18,177.52,168.67,169.14,146.13,51461240
TICK239,2024-07-12,179.9,186.93,189.66,155.73,12771486
TICK240,2023-05-05,127.12,117.14,179.38,135.49,44261425
TICK241,2024-02-29,175.86,197.51,120.15,119.12,39411083
TICK242,2023-01-22,132.56,145.96,130.8,122.73,9506613
TICK243,2024-09-01,180.58,173.03,172.06,134.7,97851963
TICK244,2024-07-09,133.86,171.37,139.27,165.26,18746562
TICK245,2023-09-01,121.98,104.93,167.62,155.09,82457208
TICK246,2023-01-18,177.77,150.66,137.14,184.85,11090564
TICK247,2023-04-04,136.94,174.06,101.74,108.73,15536569
TICK248,2024-02-25,137.32,151.26,100.51,182.61,4277454
TICK249,2023-02-16,160.18,161.12,100.6,167.4,69646749
TICK250,2024-04-11,115.6,107.09,124.72,121.79,77613239
TICK251,2023-01-29,121.57,117.69,187.35,130.6,47655774
TICK252,2023-12-09,179.88,180.6,109.8,197.17,57944419
TICK253,2023-03-29,118.84,151.15,116.77,144.73,39670285
TICK254,2023-09-11,145.29,176.18,161.18,175.92,13351827
TICK255,2024-06-12,158.35,151.39,170.86,157.65,91536542
TICK256,2023-05-14,190.8,195.82,175.91,163.71,33922073
TICK257,2024-11-02,177.34,172.87,125.31,127.41,48608035
TICK258,2024-07-18,196.56,142.89,121.25,113.23,3620088
TICK259,2024-06-21,156.01,173.24,138.07,142.27,33367362
TICK260,2024-03-28,188.31,128.56,139.79,113.29,66909796
TICK261,2023-12-25,174.44,186.56,106.63,175.66,58871449
TICK262,2023-05-09,175.72,177.14,172.96,185.42,79907304
TICK263,2023-01-07,176.25,192.29,194.24,180.63,54923908
TICK264,2024-02-06,149.14,117.4,189.22,127.09,48845157
TICK265,2024-02-21,168.24,164.79,180.91,158.65,30226399
TICK266,2023-12-18,119.18,109.03,141.46,162.86,89059849
TICK267,2024-07-13,122.28,145.88,158.81,108.41,87794969
TICK268,2024-05-15,132.57,102.64,157.58,152.69,70900185
TICK269,2024-09-24,156.4,165.39,180.91,119.29,10654771
TICK270,2023-11-22,133.4,159.02,198.71,150.99,69228195
TICK271,2023-07-07,103.68,175.56,128.84,168.14,86636290
TICK272,2023-12-20,105.51,176.97,126.43,140.03,45496566
TICK273,2024-07-10,101.51,192.85,124.33,180.35,24132848
TICK274,2024-04-01,165.85,141.27,154.32,108.68,73755538
TICK275,2023-04-02,151.86,131.07,119.9,194.0,12728491
TICK276,2023-04-25,123.54,119.42,151.68,131.92,86880744
TICK277,2023-06-10,116.16,133.49,177.71,179.62,11281682
TICK278,2024-04-06,179.26,130.68,167.71,136.51,34101077
TICK279,2023-04-09,198.04,191.65,145.88,150.59,95093731
TICK280,2023-05-21,135.16,185.69,198.34,109.84,99681802
TICK281,2024-10-27,163.28,176.61,161.31,179.94,70552505
TICK282,2023-05-08,124.37,122.93,111.59,196.43,68589363
TICK283,2023-12-09,186.74,138.85,157.33,195.03,67967022
TICK284,2024-09-26,198.88,137.67,134.07,186.09,13523845
TICK285,2023-01-31,188.07,123.98,108.69,127.07,81389139
TICK286,2023-02-04,125.44,180.74,142.78,156.6,21713294
TICK287,2024-02-23,193.83,138.62,100.2,144.15,21347732
TICK288,2024-01-08,135.49,191.71,183.04,158.06,41832809
TICK289,2023-11-07,147.5,159.66,132.6,169.95,31039160
TICK290,2024-02-01,124.88,150.8,160.85,193.93,85385693
TICK291,2023-04-24,137.76,113.3,145.32,144.39,33686899
TICK292,2023-01-07,111.89,162.75,107.25,112.39,2948975
TICK293,2024-01-11,110.09,185.58,194.18,189.02,27276598
TICK294,2024-02-09,124.91,142.87,183.95,127.22,80725185
TICK295,2024-08-03,180.67,179.29,148.43,187.26,62594853
TICK296,2023-09-02,125.12,181.56,126.84,132.77,68090445
TICK297,2024-05-01,123.23,149.97,140.99,110.95,55981611
TICK298,2023-06-05,182.87,132.96,105.49,154.9,48187261
TICK299,2023-09-29,102.48,139.78,111.6,174.57,69720953
TICK300,2023-03-11,109.66,132.66,161.26,102.11,98069283
TICK301,2023-05-09,140.19,166.3,128.76,175.02,16271733
TICK302,2024-06-02,181.72,177.5,112.29,132.29,52609717
TICK303,2024-01-21,181.61,151.66,165.01,182.03,99923550
TICK304,2023-01-17,199.76,113.42,148.49,197.25,69378242
TICK305,2024-01-22,101.91,148.15,152.7,122.8,10950732
TICK306,2024-08-29,193.28,106.02,150.67,110.56,31156330
TICK307,2024-12-03,158.47,131.06,188.88,150.51,29198944
TICK308,2023-02-12,194.98,190.81,156.51,159.97,11038052
TICK309,2023-05-22,193.83,146.42,150.72,191.89,28398294
TICK310,2024-02-23,109.51,142.17,158.32,179.29,41696689
TICK311,2023-01-20,176.1,161.59,135.59,195.95,34873107
TICK312,2023-07-20,179.65,108.2,146.99,130.99,1824661
TICK313,2023-12-19,139.46,171.59,103.23,120.85,92540328
TICK314,2023-07-04,192.94,108.46,194.38,121.04,57954773
TICK315,2024-10-11,114.43,191.68,125.41,162.15,73899281
TICK316,2024-05-06,194.63,190.13,123.55,141.4,95044728
TICK317,2023-05-28,113.02,170.72,127.99,120.15,75578044
TICK318,2023-07-29,196.79,170.04,124.76,129.88,71087829
TICK319,2023-08-25,149.73,182.02,168.5,145.33,36759034
TICK320,2023-07-08,191.18,171.87,160.98,173.84,29158532
TICK321,2024-04-25,155.97,112.23,147.61,157.43,61655991
TICK322,2023-06-11,146.74,136.26,125.29,183.85,3938389
TICK323,2023-06-26,176.14,155.97,145.74,104.14,78150516
TICK324,2024-08-26,107.85,155.75,141.73,105.73,53461239
TICK325,2023-10-04,146.8,129.16,186.1,191.09,28386198
TICK326,2024-03-24,187.51,198.67,168.7,149.59,60109142
TICK327,2024-04-29,184.21,130.11,115.19,148.25,14293673
TICK328,2024-03-21,114.62,146.68,127.39,192.01,92980307
TICK329,2024-03-04,160.27,141.35,181.16,140.14,67943555
TICK330,2023-11-08,153.42,120.55,144.8,178.72,55326369
TICK331,2023-11-02,158.01,154.99,156.87,192.57,88090360
TICK332,2024-05-14,178.6,196.56,141.24,157.56,15654380
TICK333,2023-04-26,149.24,194.09,130.86,125.44,99413660
TICK334,2024-03-30,153.44,151.64,105.54,129.87,56909625
TICK335,2024-07-29,172.78,166.45,156.05,198.34,23157718
TICK336,2023-02-23,115.72,123.37,108.81,180.82,53849841
TICK337,2024-05-15,103.47,112.19,137.21,150.44,28580966
TICK338,2023-09-01,164.79,191.35,187.29,130.55,68302785
TICK339,2023-07-02,118.54,157.61,102.87,172.63,70314342
TICK340,2023-04-04,142.29,171.17,155.2,136.9,99958276
TICK341,2024-04-12,189.72,190.47,123.37,138.81,53582493
TICK342,2023-07-03,130.18,171.47,151.19,155.43,17072569
TICK343,2024-11-18,106.94,165.96,127.51,141.45,25402820
TICK344,2023-07-26,104.61,106.54,124.11,122.06,77126537
TICK345,2023-10-29,108.84,109.66,103.3,100.78,89063302
TICK346,2023-08-23,157.2,178.36,150.77,117.03,15076163
TICK347,2024-11-02,153.39,147.79,181.33,176.48,43641328
TICK348,2024-11-26,182.58,132.78,176.66,129.86,97597455
TICK349,2024-11-16,187.59,136.96,176.63,144.01,17026985
TICK350,2023-04-02,119.35,148.78,169.99,116.99,79726648
TICK351,2024-10-25,127.17,174.11,165.27,116.39,27184218
TICK352,2024-09-20,166.54,129.47,132.47,105.6,25743974
TICK353,2024-06-03,140.68,131.35,192.64,184.36,59438210
TICK354,2024-03-02,165.75,178.53,163.78,120.63,49766984
TICK355,2024-04-03,191.27,124.86,113.12,125.9,84360377
TICK356,2023-06-29,102.5,189.08,112.05,182.33,61006755
TICK357,2024-07-24,178.42,151.56,120.32,102.97,23466222
TICK358,2023-08-08,164.42,196.91,165.88,188.73,2186449
TICK359,2024-10-22,123.74,120.79,191.75,175.9,88734660
TICK360,2023-04-17,116.84,123.57,153.15,118.62,49243712
TICK361,2024-03-14,152.58,149.24,148.82,164.4,54088740
TICK362,2024-07-18,161.0,117.73,183.25,122.16,67346934
TICK363,2023-09-24,190.65,121.54,178.36,168.06,75710788
TICK364,2023-01-25,102.05,115.46,168.39,102.76,66026179
TICK365,2023-01-03,176.3,102.12,151.59,161.43,41232629
TICK366,2024-08-16,195.85,122.09,195.48,190.83,92613683
TICK367,2024-11-01,188.86,126.7,175.68,134.2,35031298
TICK368,2024-02-22,114.88,170.8,160.78,128.04,58404972
TICK369,2023-12-26,147.53,143.52,176.81,188.56,45829340
TICK370,2023-12-31,171.37,144.4,129.79,143.53,86310456
TICK371,2024-05-05,149.62,112.79,139.14,129.01,63424926
TICK372,2024-12-10,148.07,198.05,123.8,165.76,78258072
TICK373,2023-02-19,129.38,117.99,136.43,132.34,91504922
TICK374,2024-04-14,131.79,180.23,169.53,191.97,92879027
TICK375,2023-07-23,116.95,122.94,195.31,142.67,88816461
TICK376,2024-06-26,130.6,112.53,190.45,171.22,20941133
TICK377,2024-07-28,177.86,158.82,190.91,171.13,67686804
TICK378,2024-01-21,138.17,132.14,100.57,181.26,39656608
TICK379,2024-05-01,196.18,102.48,145.28,133.11,62630950
TICK380,2024-02-03,146.75,154.72,126.58,187.07,96345598
TICK381,2023-02-13,104.87,105.75,191.14,173.72,87604766
TICK382,2023-04-09,120.69,133.13,178.57,156.32,46236506
TICK383,2023-06-23,177.89,177.87,113.56,171.91,18793317
TICK384,2023-11-26,148.28,191.09,109.19,151.27,2838545
TICK385,2024-05-07,173.54,133.42,100.76,181.43,98439173
TICK386,2024-05-08,193.92,140.06,107.04,143.21,41038760
TICK387,2023-06-14,196.26,119.98,101.93,109.18,45203575
TICK388,2023-06-06,190.04,125.28,167.66,194.86,22950738
TICK389,2024-06-26,166.54,179.77,167.29,147.32,59318551
TICK390,2023-01-23,199.31,114.89,128.59,199.02,40903382
TICK391,2023-06-07,196.71,131.9,185.63,171.72,99202537
TICK392,2023-09-20,189.29,128.63,143.33,195.73,31677449
TICK393,2024-06-25,145.14,178.74,149.32,136.03,47214021
TICK394,2023-04-19,169.04,141.7,178.07,151.81,67732567
TICK395,2024-07-03,113.39,127.66,130.65,108.91,48754096
TICK396,2023-03-12,152.77,104.49,164.48,140.89,81891400
TICK397,2023-12-26,169.9,151.16,192.52,192.65,28518508
TICK398,2024-12-07,108.88,138.71,176.7,164.47,92450633
TICK399,2023-10-22,186.53,124.42,136.74,125.12,16911717
TICK400,2023-10-31,155.7,192.06,128.16,169.43,83979145
TICK401,2024-01-22,148.92,181.16,183.02,174.25,3803945
TICK402,2023-05-24,183.36,130.55,146.77,132.37,33193759
TICK403,2024-03-15,145.91,186.75,120.82,181.47,57534356
TICK404,2024-03-12,148.1,131.19,170.29,158.54,57341866
TICK405,2023-02-19,143.95,146.09,142.05,149.54,34662305
TICK406,2023-10-17,144.87,199.91,100.15,180.99,48374620
TICK407,2024-01-02,107.23,131.95,148.28,134.94,88399171
TICK408,2023-02-27,125.94,169.81,180.43,147.48,4439936
TICK409,2023-09-27,118.81,149.8,123.98,174.54,9830284
TICK410,2024-02-14,119.23,167.0,108.42,169.5,80905038
TICK411,2024-04-29,106.11,193.03,106.0,116.14,74931359
TICK412,2024-10-06,115.21,190.66,149.2,194.02,54072261
TICK413,2023-09-29,166.79,156.88,163.61,132.08,92652633
TICK414,2023-06-15,102.11,157.47,184.91,145.23,41779149
TICK415,2023-08-14,140.28,166.65,189.51,132.38,59955054
TICK416,2024-06-07,121.97,194.99,120.09,161.08,9174758
TICK417,2024-07-06,149.94,168.45,108.51,124.69,17789712
TICK418,2024-08-06,145.46,126.25,155.89,156.99,20641834
TICK419,2024-03-30,112.51,114.47,197.3,152.58,18494796
TICK420,2024-07-14,102.4,176.3,149.05,128.12,8234733
TICK421,2024-08-21,158.02,141.82,140.59,105.27,87895219
TICK422,2023-05-20,152.71,196.24,124.26,152.49,85946548
TICK423,2024-04-18,103.4,148.59,115.15,147.15,32158665
TICK424,2023-12-22,146.32,115.16,173.51,153.08,98057314
TICK425,2024-12-28,185.46,180.28,171.65,114.78,56850687
TICK426,2024-04-13,194.44,112.59,155.96,100.39,47784368
TICK427,2023-10-07,159.89,178.93,123.09,176.35,7850013
TICK428,2024-04-10,114.91,198.87,108.84,152.35,49239146
TICK429,2024-12-01,175.99,152.04,132.88,155.52,52200192
TICK430,2024-12-25,110.96,181.16,178.34,186.72,73958557
TICK431,2023-06-30,196.56,162.71,106.23,143.24,68178944
TICK432,2023-12-04,126.54,155.33,171.43,191.21,81817423
TICK433,2024-10-27,178.87,196.92,174.34,152.73,47555950
TICK434,2024-04-03,107.68,195.64,191.29,175.55,92872793
TICK435,2023-02-13,188.4,132.38,133.56,191.27,15031737
TICK436,2023-04-11,172.36,127.74,188.53,122.48,52453962
