CompanyID,CompanyName,Industry,Region,Year,Revenue,ProfitMargin,MarketCap,GrowthRate,ESG_Overall,ESG_Environmental,ESG_Social,ESG_Governance,CarbonEmissions,WaterUsage,EnergyConsumption
873,Company_873,Consumer Goods,Africa,2018,1342.1,-4.5,2639.7,19.8,48.9,52.8,28.0,65.9,222811.9,278514.8,1114059.3
798,Company_798,Transportation,Oceania,2017,138.8,11.0,209.8,-1.3,56.3,29.1,64.1,75.9,82979.1,13829.8,276596.9
436,Company_436,Finance,Latin America,2016,1743.7,16.9,4582.3,-5.9,63.2,100.0,50.1,39.5,17436.6,8718.3,43591.4
237,Company_237,Finance,Asia,2021,2752.8,13.8,4436.2,5.2,63.3,97.9,55.5,36.6,28331.5,14165.8,70828.8
708,Company_708,Retail,North America,2017,759.3,9.1,1088.3,5.5,75.2,63.5,82.6,79.5,57377.4,28688.7,114754.9
257,Company_257,Finance,Latin America,2025,2922.7,10.1,5031.8,8.0,57.5,90.7,34.7,47.2,33037.2,16518.6,82593.1
102,Company_102,Retail,Africa,2022,1189.7,4.3,995.4,-5.0,59.3,37.4,84.4,56.1,111621.1,55810.6,223242.3
317,Company_317,Technology,Middle East,2024,3836.2,15.6,11373.3,-0.1,75.9,98.5,85.2,44.0,97951.3,58770.8,195902.7
271,Company_271,Healthcare,Europe,2025,7882.9,29.9,43793.0,3.0,63.0,65.0,61.1,62.9,587468.3,587468.3,1174936.7
955,Company_955,Transportation,Asia,2024,1212.4,-13.1,1384.7,17.9,64.8,59.4,69.2,65.9,570256.5,95042.8,1900855.1
702,Company_702,Manufacturing,Latin America,2023,3011.3,6.2,1760.2,-9.9,51.9,44.4,41.4,69.9,803332.1,1071109.5,13388868.5
598,Company_598,Utilities,North America,2023,1118.6,14.3,1337.3,-8.8,49.6,26.4,48.9,73.5,908304.2,567690.1,9083042.3
157,Company_157,Consumer Goods,Europe,2021,5095.5,13.8,9931.6,3.2,91.9,91.7,95.4,88.6,569026.5,711283.1,2845132.3
658,Company_658,Utilities,North America,2022,2556.7,17.1,5930.2,4.7,58.5,65.2,44.7,65.6,1521016.6,950635.4,15210165.7
761,Company_761,Technology,Africa,2021,68992.2,15.8,284916.4,14.7,59.3,100.0,20.4,57.6,1724805.8,1034883.5,3449611.6
359,Company_359,Consumer Goods,Latin America,2025,1422.8,10.0,1750.3,11.7,28.1,8.7,59.6,16.1,324210.8,405263.5,1621053.9
500,Company_500,Utilities,Middle East,2019,1595.1,5.5,1244.7,14.3,47.3,66.7,31.2,44.0,935820.9,584888.1,9358209.4
976,Company_976,Utilities,Africa,2021,1378.7,15.1,3058.5,-2.8,26.0,18.9,41.9,17.2,1177730.2,736081.4,11777301.9
738,Company_738,Consumer Goods,Middle East,2019,714.2,17.6,2431.6,12.0,37.1,18.3,32.5,60.6,153122.5,191403.1,765612.4
257,Company_257,Finance,Latin America,2019,2070.6,13.9,5734.4,6.3,54.3,90.0,29.4,43.5,23593.4,11796.7,58983.4
486,Company_486,Healthcare,Middle East,2017,1162.8,21.1,5362.2,1.1,73.3,84.4,77.2,58.4,70811.3,70811.3,141622.5
489,Company_489,Consumer Goods,Asia,2016,2497.4,9.6,2964.4,-3.2,62.6,50.3,58.0,79.5,423599.8,529499.8,2117999.1
381,Company_381,Utilities,Oceania,2019,2994.6,7.3,2086.3,3.3,53.7,10.4,78.4,72.2,2700657.8,1687911.1,27006577.5
855,Company_855,Healthcare,Latin America,2024,1255.9,19.8,5158.7,23.0,46.2,59.3,40.9,38.4,98599.4,98599.4,197198.8
876,Company_876,Healthcare,Oceania,2015,1921.1,16.8,4615.2,,56.1,81.0,48.5,38.8,121591.1,121591.1,243182.2
28,Company_28,Technology,Latin America,2021,4449.3,19.7,15917.8,0.8,78.3,100.0,49.8,85.2,111232.0,66739.2,222464.0
4,Company_4,Technology,Africa,2015,5036.7,21.2,23192.4,,54.2,97.6,46.2,18.9,130146.6,78087.9,260293.2
298,Company_298,Utilities,Middle East,2022,1813.2,10.9,2763.4,5.7,36.5,38.6,56.1,14.9,1348907.7,843067.3,13489077.3
177,Company_177,Manufacturing,North America,2020,2101.6,15.2,3362.7,-8.5,46.5,32.6,61.5,45.5,612746.4,816995.2,10212439.9
829,Company_829,Manufacturing,Oceania,2023,3007.2,6.8,2155.6,9.1,48.5,41.1,34.2,70.3,823071.1,1097428.2,13717852.4
844,Company_844,Utilities,Africa,2025,1910.2,8.8,2180.9,4.1,38.8,60.6,22.4,33.4,1185442.0,740901.3,11854420.2
321,Company_321,Energy,Africa,2017,2131.8,7.3,2523.1,3.8,51.9,57.7,66.9,31.1,1696554.5,508966.4,16965545.3
440,Company_440,Retail,Oceania,2022,683.9,4.6,514.7,-1.4,54.5,73.9,45.7,43.8,46695.2,23347.6,93390.4
647,Company_647,Energy,North America,2016,13513.5,3.6,6287.2,-14.6,55.6,32.2,57.0,77.6,13167956.1,3950386.8,131679561.4
23,Company_23,Healthcare,Asia,2024,1080.1,26.2,4832.3,-5.2,62.3,58.4,51.6,76.9,85439.4,85439.4,170878.8
825,Company_825,Utilities,Middle East,2022,843.7,0.3,33.1,-6.3,67.8,69.0,67.4,67.0,484190.5,302619.0,4841904.7
628,Company_628,Energy,Europe,2017,9641.4,1.6,2816.7,-3.3,56.7,24.5,81.7,63.8,9918097.2,2975429.2,99180971.8
885,Company_885,Consumer Goods,Middle East,2024,2068.2,17.6,8283.3,5.2,56.4,88.9,67.2,13.1,238834.9,298543.6,1194174.4
859,Company_859,Consumer Goods,North America,2017,2011.0,9.3,3231.9,6.7,56.4,73.2,63.0,33.0,276614.9,345768.7,1383074.7
42,Company_42,Energy,North America,2021,1012.6,-3.4,1486.9,-16.5,48.4,29.4,27.8,88.0,1006834.9,302050.5,10068348.7
269,Company_269,Healthcare,Latin America,2021,435.1,5.0,257.2,-2.3,45.0,79.8,31.6,23.8,27918.5,27918.5,55837.0
168,Company_168,Healthcare,North America,2017,2096.7,27.7,7739.4,-1.0,76.2,86.9,44.8,96.8,124068.1,124068.1,248136.2
534,Company_534,Manufacturing,Africa,2017,1500.0,6.9,1877.3,-4.7,35.7,3.7,83.0,20.5,528252.3,704336.4,8804205.0
773,Company_773,Manufacturing,Europe,2023,488.7,4.1,174.3,9.5,57.4,18.5,95.9,57.9,156961.1,209281.5,2616019.0
870,Company_870,Finance,Latin America,2015,8353.2,9.4,10515.8,,90.1,98.1,89.4,82.8,85812.2,42906.1,214530.6
117,Company_117,Retail,Asia,2016,1158.0,10.0,1605.4,0.6,66.5,32.5,87.5,79.4,112594.6,56297.3,225189.2
105,Company_105,Finance,Africa,2016,19168.5,6.7,24627.5,9.0,44.8,80.5,31.5,22.4,244021.9,122010.9,610054.7
919,Company_919,Consumer Goods,Europe,2024,12045.9,-0.1,46797.8,17.9,85.9,63.1,100.0,94.7,1826182.3,2282727.9,9130911.4
845,Company_845,Retail,Middle East,2018,977.7,0.3,29.5,6.4,55.8,68.7,46.1,52.6,70284.2,35142.1,140568.5
768,Company_768,Healthcare,Middle East,2021,4995.5,12.5,11076.0,23.7,36.0,46.8,42.3,18.8,435661.1,435661.1,871322.3
890,Company_890,Utilities,Middle East,2019,241.6,8.7,242.9,6.8,39.5,52.9,60.3,5.2,160367.0,100229.3,1603669.5
906,Company_906,Energy,Asia,2016,6903.3,7.4,7961.1,12.9,61.1,57.4,82.1,43.8,5508036.0,1652410.8,55080360.1
918,Company_918,Utilities,Asia,2018,1095.2,7.3,1011.7,11.9,56.5,64.4,52.0,53.1,656452.7,410283.0,6564527.5
292,Company_292,Utilities,Asia,2018,990.6,11.3,929.2,7.7,21.4,27.6,17.5,19.1,797972.1,498732.5,7979720.7
620,Company_620,Retail,Oceania,2020,2043.4,3.7,954.7,7.3,59.0,58.4,81.5,37.0,161658.0,80829.0,323315.9
414,Company_414,Retail,Oceania,2025,361.2,0.2,15.7,0.8,62.9,66.0,41.1,81.6,26659.8,13329.9,53319.5
580,Company_580,Technology,Latin America,2023,2809.4,0.7,439.7,10.2,73.0,100.0,70.2,48.8,70236.1,42141.6,140472.1
507,Company_507,Manufacturing,Europe,2021,793.4,13.8,1198.7,6.9,71.7,100.0,90.3,24.8,119003.5,158671.3,1983391.4
108,Company_108,Healthcare,North America,2016,9941.7,17.4,17841.7,23.9,67.5,67.6,60.1,74.9,722286.2,722286.2,1444572.3
458,Company_458,Transportation,Asia,2020,3872.6,1.3,431.9,14.1,30.7,11.6,52.0,28.6,2600362.2,433393.7,8667874.0
164,Company_164,Retail,Oceania,2015,354.1,6.0,414.1,,64.9,55.3,87.8,51.6,28770.5,14385.2,57541.0
405,Company_405,Finance,Europe,2024,3704.4,13.9,5514.1,-0.5,89.9,98.0,77.4,94.2,38066.1,19033.0,95165.2
440,Company_440,Retail,Oceania,2015,739.5,1.6,165.9,,46.8,60.4,40.3,39.7,57485.6,28742.8,114971.2
62,Company_62,Technology,Asia,2017,3615.4,22.9,17389.5,17.6,61.8,92.4,26.4,66.6,100064.4,60038.6,200128.7
248,Company_248,Energy,Latin America,2022,10912.4,22.2,24415.5,-2.7,23.4,22.9,29.3,18.0,11342517.7,3402755.3,113425177.1
493,Company_493,Energy,Latin America,2025,1049.1,-20.0,4317.0,-10.9,46.4,54.2,62.4,22.5,860562.5,258168.8,8605625.5
780,Company_780,Transportation,Africa,2020,521.0,16.5,784.2,-6.2,31.7,34.0,36.7,24.5,300765.7,50127.6,1002552.3
968,Company_968,Healthcare,North America,2016,2236.4,5.9,2949.2,10.7,60.4,40.2,91.5,49.5,205370.8,205370.8,410741.5
701,Company_701,Transportation,Europe,2024,157.7,-0.3,407.6,-6.0,64.6,14.4,94.5,84.8,103999.7,17333.3,346665.6
644,Company_644,Transportation,Africa,2016,1031.9,11.0,1993.9,-9.7,29.0,20.6,48.3,18.2,653517.7,108919.6,2178392.2
202,Company_202,Utilities,Latin America,2025,1757.2,-0.4,8328.3,-2.6,51.6,69.1,46.6,39.1,1006584.4,629115.3,10065844.5
571,Company_571,Retail,Middle East,2018,3650.2,-3.2,6883.1,1.5,38.3,88.8,14.7,11.4,211038.6,105519.3,422077.3
773,Company_773,Manufacturing,Europe,2015,504.7,0.1,4.4,,58.9,19.8,97.8,59.0,160715.9,214287.8,2678597.5
990,Company_990,Consumer Goods,Asia,2021,3096.4,13.9,9717.4,-2.4,38.0,44.3,30.3,39.5,550983.6,688729.5,2754918.0
445,Company_445,Finance,Europe,2020,11614.4,19.6,39713.3,2.8,78.9,86.1,72.1,78.5,138751.1,69375.5,346877.7
148,Company_148,Healthcare,Middle East,2021,13103.6,-6.3,14774.0,0.6,46.9,51.2,61.8,27.7,1102661.1,1102661.1,2205322.3
963,Company_963,Transportation,Africa,2021,4258.0,16.1,5852.4,19.3,36.2,24.3,35.7,48.7,2631407.1,438567.9,8771357.1
81,Company_81,Healthcare,Europe,2018,5138.5,6.2,5638.4,-3.9,78.7,78.5,78.2,79.5,334402.6,334402.6,668805.2
479,Company_479,Transportation,Oceania,2018,749.9,7.4,664.4,4.6,41.8,13.8,90.6,20.9,496447.7,82741.3,1654825.8
148,Company_148,Healthcare,Middle East,2015,7073.8,8.6,14701.2,,38.8,39.7,66.9,9.9,652342.9,652342.9,1304685.8
227,Company_227,Transportation,Asia,2021,1138.0,-3.8,1809.8,17.6,51.9,33.2,44.5,78.1,660772.9,110128.8,2202576.4
758,Company_758,Healthcare,Latin America,2018,20657.4,10.4,27344.6,11.2,44.2,73.2,36.2,23.1,1420307.3,1420307.3,2840614.5
630,Company_630,Consumer Goods,Africa,2022,743.0,6.6,1115.3,3.6,67.9,91.5,48.8,63.5,83163.2,103954.1,415816.2
137,Company_137,Manufacturing,Oceania,2020,876.4,1.3,175.6,1.8,44.8,22.4,35.4,76.6,274343.2,365790.9,4572386.9
715,Company_715,Technology,North America,2025,4688.2,26.4,38828.0,1.0,63.0,74.7,30.5,83.7,158742.8,95245.7,317485.6
561,Company_561,Healthcare,Africa,2020,1982.3,35.4,9394.4,-1.5,37.3,72.2,5.3,34.4,137724.4,137724.4,275448.8
184,Company_184,Utilities,Europe,2020,871.0,9.5,896.1,-1.1,64.0,28.6,74.2,89.1,696665.6,435416.0,6966656.2
768,Company_768,Healthcare,Middle East,2024,8534.8,12.8,18168.0,20.1,36.0,38.7,44.7,24.7,793144.4,793144.4,1586288.9
97,Company_97,Consumer Goods,Middle East,2015,858.8,9.8,1346.1,,35.3,57.7,27.4,20.9,136792.4,170990.5,683961.8
420,Company_420,Manufacturing,Africa,2016,1742.1,11.4,4209.9,0.5,40.1,82.8,25.9,11.7,324151.9,432202.6,5402532.4
475,Company_475,Technology,Asia,2019,14985.6,24.5,109139.2,-6.1,68.4,84.3,46.0,74.9,456993.2,274195.9,913986.4
104,Company_104,Technology,Europe,2024,9183.3,31.3,85307.8,6.0,72.6,80.8,57.7,79.2,291315.7,174789.4,582631.4
29,Company_29,Transportation,Oceania,2025,638.4,14.9,1648.5,-2.9,28.9,10.8,62.5,13.4,430640.1,71773.3,1435467.0
332,Company_332,Utilities,Africa,2025,1357.3,11.1,1338.2,19.5,27.3,30.5,35.9,15.5,1071338.8,669586.8,10713388.2
882,Company_882,Energy,Europe,2017,7082.5,-0.7,35225.0,18.1,73.1,77.6,85.8,55.9,4649906.1,1394971.8,46499061.4
547,Company_547,Energy,Latin America,2020,1659.8,24.2,3347.1,-1.3,55.5,79.6,39.8,47.2,1066821.0,320046.3,10668210.5
657,Company_657,Manufacturing,Europe,2018,425.5,15.5,858.8,2.4,65.3,41.7,92.0,62.2,115963.8,154618.3,1932729.3
312,Company_312,Consumer Goods,Europe,2015,518.4,11.0,627.7,,53.4,7.0,62.4,90.7,119331.7,149164.6,596658.6
971,Company_971,Healthcare,Africa,2015,1044.1,12.9,1863.4,,45.2,86.6,28.7,20.2,61983.3,61983.3,123966.5
269,Company_269,Healthcare,Latin America,2022,440.7,4.9,312.7,1.3,45.2,81.2,29.2,25.2,27833.4,27833.4,55666.9
608,Company_608,Finance,Latin America,2022,9885.4,15.7,19897.2,-1.7,59.8,99.2,27.7,52.5,99958.0,49979.0,249894.9
632,Company_632,Transportation,Europe,2022,1962.8,-4.7,8815.5,-6.6,52.9,56.1,29.8,72.8,950661.5,158443.6,3168871.6
133,Company_133,Consumer Goods,Europe,2017,781.0,2.2,263.3,19.4,66.3,31.0,81.5,86.3,153576.9,191971.2,767884.7
962,Company_962,Finance,Middle East,2018,2400.1,15.1,6251.3,8.5,50.8,82.7,30.5,39.3,29822.4,14911.2,74556.1
327,Company_327,Retail,Latin America,2022,820.8,-1.2,3220.7,-18.7,51.0,84.9,14.3,54.0,49727.2,24863.6,99454.4
913,Company_913,Transportation,Oceania,2019,960.2,0.3,35.5,4.3,57.5,38.0,87.9,46.6,537906.5,89651.1,1793021.8
382,Company_382,Energy,Asia,2018,5103.6,-6.7,10398.3,5.2,65.4,80.9,54.8,60.4,3233790.4,970137.1,32337903.6
755,Company_755,Finance,North America,2020,6778.1,9.0,5582.5,9.3,70.6,60.9,71.6,79.2,104888.3,52444.1,262220.7
133,Company_133,Consumer Goods,Europe,2016,653.9,5.0,688.3,15.7,66.3,27.7,82.6,88.7,131597.8,164497.3,657989.2
172,Company_172,Energy,Asia,2023,7537.8,17.1,25578.3,0.4,43.9,30.8,68.9,32.1,7420784.9,2226235.5,74207848.7
797,Company_797,Manufacturing,North America,2019,1382.1,17.9,4033.9,-0.5,62.5,52.9,51.3,83.3,343882.9,458510.5,5731381.3
344,Company_344,Technology,Africa,2019,4403.7,18.2,16481.6,16.2,47.8,76.7,55.9,10.8,146028.5,87617.1,292057.0
731,Company_731,Finance,Middle East,2020,4678.0,20.6,10385.8,7.5,77.7,100.0,39.5,93.7,46780.3,23390.1,116950.7
738,Company_738,Consumer Goods,Middle East,2022,663.3,19.3,2480.8,14.1,35.8,20.7,31.3,55.2,139934.9,174918.6,699674.3
488,Company_488,Utilities,Oceania,2022,2777.9,18.6,5243.5,2.7,50.2,51.3,45.5,53.7,1868980.6,1168112.9,18689806.2
20,Company_20,Technology,North America,2024,7317.2,20.0,50630.3,-2.3,65.0,100.0,59.5,35.6,182931.2,109758.7,365862.3
437,Company_437,Technology,Africa,2021,955.4,20.6,6634.8,7.9,51.6,72.0,73.4,9.4,33242.4,19945.5,66484.8
718,Company_718,Healthcare,Middle East,2015,1161.4,18.7,3896.7,,39.5,56.3,51.3,10.8,93615.4,93615.4,187230.8
296,Company_296,Utilities,Latin America,2024,676.5,12.0,1116.9,9.5,55.9,54.9,72.9,40.0,441492.1,275932.6,4414921.2
144,Company_144,Utilities,Oceania,2018,1583.8,9.8,2004.4,-11.0,54.8,16.9,91.3,56.3,1370541.0,856588.1,13705409.7
48,Company_48,Technology,Latin America,2016,1912.2,17.1,7593.2,4.5,51.3,90.2,46.7,16.8,54331.8,32599.1,108663.7
51,Company_51,Transportation,Middle East,2019,158.6,4.1,81.5,9.0,50.3,77.2,68.8,4.9,62726.0,10454.3,209086.7
236,Company_236,Retail,Asia,2022,1482.1,4.1,988.5,2.5,71.5,64.4,50.1,100.0,111030.7,55515.4,222061.5
258,Company_258,Healthcare,Latin America,2024,8380.0,17.1,19512.3,24.8,56.4,86.1,50.7,32.5,500506.0,500506.0,1001012.0
110,Company_110,Healthcare,Middle East,2024,3907.6,18.2,11512.0,0.6,25.9,55.8,6.4,15.6,316326.5,316326.5,632652.9
426,Company_426,Transportation,Middle East,2025,2326.8,24.9,10025.3,-1.8,33.5,52.2,25.5,22.9,1165506.5,194251.1,3885021.7
84,Company_84,Consumer Goods,Middle East,2016,1793.0,9.1,3780.2,-10.0,13.6,27.9,4.7,8.1,360305.1,450381.4,1801525.5
205,Company_205,Energy,Asia,2020,13265.8,46.7,84268.0,-5.7,37.2,50.4,20.6,40.5,11237133.9,3371140.2,112371339.3
485,Company_485,Finance,Africa,2016,1427.5,17.8,4010.5,5.9,47.8,95.0,43.0,5.2,15265.6,7632.8,38164.0
510,Company_510,Utilities,Middle East,2021,1249.8,9.5,1321.9,12.5,65.6,61.2,46.7,89.0,771760.0,482350.0,7717600.2
885,Company_885,Consumer Goods,Middle East,2017,1623.2,4.1,781.8,20.4,50.2,78.0,62.6,10.1,212365.6,265457.0,1061827.8
926,Company_926,Retail,Asia,2018,311.9,7.2,516.9,2.0,27.2,44.7,8.5,28.4,27668.9,13834.5,55337.9
323,Company_323,Healthcare,Europe,2016,2095.0,19.1,5392.5,5.4,76.0,57.3,91.8,79.0,167361.3,167361.3,334722.6
325,Company_325,Finance,Europe,2024,2283.0,-2.4,10864.2,9.0,66.6,100.0,40.1,59.8,22829.8,11414.9,57074.6
319,Company_319,Finance,Africa,2018,14656.4,27.2,75095.3,10.4,61.8,75.0,78.9,31.5,197815.7,98907.8,494539.2
236,Company_236,Retail,Asia,2019,1247.6,-2.0,5421.5,9.0,71.5,68.7,50.5,95.1,89681.3,44840.7,179362.6
862,Company_862,Finance,Latin America,2022,4993.3,16.5,12564.8,7.4,63.7,66.7,48.5,75.9,73223.7,36611.8,183059.2
591,Company_591,Manufacturing,Oceania,2021,1313.6,-2.0,1605.7,7.9,62.3,79.8,59.0,48.2,252698.2,336930.9,4211636.4
245,Company_245,Finance,Oceania,2023,3174.1,11.3,6403.4,11.4,77.2,100.0,84.7,47.1,31741.2,15870.6,79353.0
560,Company_560,Technology,Latin America,2025,7364.4,16.1,24347.2,20.1,57.0,85.6,64.1,21.2,221180.4,132708.2,442360.7
557,Company_557,Healthcare,North America,2018,4658.2,-2.0,18476.6,4.0,65.0,65.5,59.6,69.8,345254.3,345254.3,690508.7
823,Company_823,Retail,Europe,2017,1668.7,7.7,1408.5,2.7,68.4,57.5,79.1,68.5,133110.9,66555.4,266221.8
337,Company_337,Finance,Africa,2025,6490.4,23.4,20905.1,12.2,73.4,100.0,74.9,45.2,64903.9,32452.0,162259.8
407,Company_407,Healthcare,North America,2015,410.1,9.7,765.4,,61.6,70.1,25.6,89.2,29096.6,29096.6,58193.1
419,Company_419,Healthcare,North America,2019,2558.4,10.3,5482.6,3.6,48.6,20.7,71.3,53.7,269990.2,269990.2,539980.3
871,Company_871,Finance,Latin America,2018,204.6,17.5,501.9,-5.7,64.8,100.0,47.3,47.1,2046.3,1023.2,5115.8
28,Company_28,Technology,Latin America,2022,4726.3,19.2,17000.4,6.2,79.9,100.0,52.1,87.5,118156.4,70893.8,236312.8
872,Company_872,Consumer Goods,Latin America,2019,1672.7,10.6,2423.9,13.7,44.9,82.8,23.2,28.7,207633.9,259542.4,1038169.5
78,Company_78,Technology,Latin America,2024,7885.3,9.4,14345.5,0.4,48.7,74.3,51.9,20.0,267985.9,160791.5,535971.7
435,Company_435,Retail,Middle East,2024,2807.4,15.7,5398.5,7.6,25.6,47.4,15.0,14.3,243775.8,121887.9,487551.6
154,Company_154,Manufacturing,Asia,2020,3830.8,15.4,5380.1,-7.0,47.6,39.9,47.3,55.8,1058286.9,1411049.2,17638115.5
4,Company_4,Technology,Africa,2017,5497.1,23.4,33251.0,5.9,55.9,100.0,47.4,20.4,137428.2,82456.9,274856.3
643,Company_643,Manufacturing,Asia,2023,17672.5,2.8,7322.3,9.1,70.6,50.3,72.9,88.7,4494925.3,5993233.7,74915420.9
211,Company_211,Consumer Goods,Oceania,2015,1182.5,7.5,1664.5,,67.9,35.7,70.4,97.5,224640.4,280800.5,1123202.1
299,Company_299,Consumer Goods,North America,2023,3618.1,12.7,9238.4,7.5,54.0,39.6,66.7,55.8,667771.4,834714.3,3338857.0
963,Company_963,Transportation,Africa,2022,4619.9,17.4,9861.6,8.5,37.2,27.7,35.9,48.0,2789350.8,464891.8,9297835.9
825,Company_825,Utilities,Middle East,2025,1241.9,0.9,161.3,18.7,69.3,73.9,66.6,67.3,678201.6,423876.0,6782015.6
740,Company_740,Manufacturing,Africa,2015,504.4,9.6,853.5,,39.9,11.2,58.9,49.5,169704.7,226273.0,2828412.1
833,Company_833,Consumer Goods,North America,2016,427.6,11.0,697.6,13.6,56.6,39.4,57.3,73.2,79055.9,98819.9,395279.5
901,Company_901,Consumer Goods,Europe,2021,723.8,9.1,953.7,-5.5,64.0,70.5,62.4,58.9,102224.0,127780.0,511120.1
899,Company_899,Manufacturing,Asia,2020,2257.6,14.2,3697.7,-2.3,48.8,26.2,46.6,73.5,688577.3,918103.1,11476288.7
